iter	Logloss
567	0.3001704856
568	0.3001506206
569	0.3001310452
570	0.300097892
571	0.3000620432
572	0.3000307713
573	0.2999926883
574	0.2999609703
575	0.2999356636
576	0.2998865266
577	0.2998611774
578	0.2998388271
579	0.2998061142
580	0.2997808388
581	0.2997409459
582	0.2996862808
583	0.2996661088
584	0.2996213194
585	0.2995945739
586	0.2995615923
587	0.2995307774
588	0.2995099516
589	0.2994749723
590	0.2994453713
591	0.2994128487
592	0.2993796953
593	0.2993432114
594	0.2993197128
595	0.2992959807
596	0.2992648917
597	0.2992277951
598	0.2991981669
599	0.2991599742
600	0.2991303683
601	0.299111017
602	0.2990792703
603	0.2990402614
604	0.2990083381
605	0.2989624782
606	0.2989343872
607	0.2988969492
608	0.2988559356
609	0.2988238756
610	0.2988012609
611	0.298758421
612	0.2987248387
613	0.2986914579
614	0.298657289
615	0.2986193525
616	0.2985881891
617	0.2985688961
618	0.2985378994
619	0.2985024102
620	0.298475373
621	0.2984492205
622	0.2984185775
623	0.2983868066
624	0.298360223
625	0.2983350529
626	0.2983089174
627	0.2982741812
628	0.2982356677
629	0.2982084549
630	0.2981812819
631	0.2981410874
632	0.2981035406
633	0.2980829618
634	0.2980513161
635	0.2980209673
636	0.2979842164
637	0.2979580875
638	0.2979403754
639	0.2979020912
640	0.297861491
641	0.2978386735
642	0.2978069702
643	0.2977797855
644	0.2977495335
645	0.2977186833
646	0.2976868662
647	0.2976402935
648	0.2976201268
649	0.2975869048
650	0.2975612888
651	0.2975330283
652	0.2975185452
653	0.2974819508
654	0.2974597939
655	0.2974234102
656	0.2973909926
657	0.2973635725
658	0.2973387199
659	0.2973129234
660	0.2972800518
661	0.2972674427
662	0.2972428869
663	0.2972179959
664	0.2971792234
665	0.2971381163
666	0.2971030975
667	0.2970771145
668	0.297043034
669	0.2970146171
670	0.29698703
671	0.2969651615
672	0.2969337617
673	0.2968930551
674	0.2968680652
675	0.2968387873
676	0.2968111032
677	0.2967807521
678	0.2967628035
679	0.2967426016
680	0.2967148586
681	0.2966863161
682	0.2966532462
683	0.2966139102
684	0.2965841851
685	0.2965523738
686	0.2965117251
687	0.2964921869
688	0.2964667635
689	0.2964207165
690	0.2963908306
691	0.2963696068
692	0.296345646
693	0.2963114588
694	0.2962856355
695	0.2962538542
696	0.296208792
697	0.2961931557
698	0.2961600783
699	0.2961188574
700	0.2960978631
701	0.2960653131
702	0.2960350239
703	0.2960160371
704	0.2959783904
705	0.2959583968
706	0.2959252276
707	0.2958860592
708	0.295862525
709	0.2958234217
710	0.2957978774
711	0.2957655186
712	0.2957432783
713	0.2957133496
714	0.2956894059
715	0.2956547789
716	0.2956245012
717	0.2955954902
718	0.2955651502
719	0.2955300453
720	0.2954948691
721	0.2954595983
722	0.2954317504
723	0.2954096897
724	0.295388462
725	0.2953655012
726	0.2953371376
727	0.2953089133
728	0.2952850039
729	0.2952536738
730	0.2952289584
731	0.2951836385
732	0.29515693
733	0.2951314678
734	0.2951032787
735	0.295073281
736	0.2950430232
737	0.2950075023
738	0.2949801072
739	0.2949620133
740	0.2949407233
741	0.2949052045
742	0.2948870433
743	0.2948631395
744	0.2948375361
745	0.2948007789
746	0.2947730466
747	0.2947471919
748	0.2947100873
749	0.2946900127
750	0.2946498029
751	0.2946184988
752	0.2945870885
753	0.2945637362
754	0.2945356713
755	0.2944999353
756	0.2944843399
757	0.2944532527
758	0.2944212899
759	0.2944034531
760	0.2943693378
761	0.2943430622
762	0.2943314282
763	0.2943052205
764	0.2942817348
765	0.29425659
766	0.2942234118
767	0.2941923469
768	0.294153202
769	0.2941338713
770	0.2940957215
771	0.2940585412
772	0.2940277082
773	0.2940041492
774	0.2939736663
775	0.2939528803
776	0.2939103737
777	0.2938805219
778	0.2938570877
779	0.2938383071
780	0.2938088373
781	0.2937706769
782	0.2937520325
783	0.2937246602
784	0.293688244
785	0.2936557013
786	0.2936276832
787	0.2935892647
788	0.293564178
789	0.2935306395
790	0.2935090689
791	0.293473581
792	0.2934515331
793	0.2934299335
794	0.2934044911
795	0.2933799482
796	0.2933532992
797	0.2933220601
798	0.293305548
799	0.2932641927
800	0.2932372675
801	0.2932035312
802	0.2931808285
803	0.2931626719
804	0.2931374836
805	0.2931146452
806	0.2930714391
807	0.2930451657
808	0.2930250173
809	0.2929934939
810	0.2929657958
811	0.2929318816
812	0.2929052508
813	0.2928794974
814	0.2928437784
815	0.2928172491
816	0.292781065
817	0.2927580909
818	0.2927341308
819	0.2927053652
820	0.2926859363
821	0.2926464233
822	0.2926063032
823	0.2925736621
824	0.2925531252
825	0.2925245451
826	0.292501617
827	0.2924862223
828	0.2924593685
829	0.2924320133
830	0.2923999805
831	0.2923619528
832	0.2923290655
833	0.2922863003
834	0.2922536962
835	0.2922219479
836	0.292199459
837	0.2921763619
838	0.2921515127
839	0.2921214718
840	0.2921012905
841	0.2920706301
842	0.2920453365
843	0.2920218325
844	0.2919921355
845	0.2919734357
846	0.2919473257
847	0.2919241765
848	0.2918854745
849	0.2918479995
850	0.2918190935
851	0.2917991688
852	0.2917686332
853	0.2917412262
854	0.2917035387
855	0.2916730916
856	0.291647707
857	0.2916184846
858	0.2915806416
859	0.2915442362
860	0.2915227541
861	0.2914968898
862	0.2914625588
863	0.2914320599
864	0.2913956296
865	0.2913700596
866	0.2913316441
867	0.2913099612
868	0.2912840784
869	0.2912520669
870	0.2912281658
871	0.2911991161
872	0.2911705246
873	0.2911391118
874	0.2911061689
875	0.291068699
876	0.291029041
877	0.2909963248
878	0.2909795223
879	0.2909477459
880	0.2909257728
881	0.290900693
882	0.290873039
883	0.2908423129
884	0.2908254291
885	0.2908070854
886	0.2907816848
887	0.2907554317
888	0.2907284102
889	0.29069985
890	0.2906817894
891	0.2906642688
892	0.2906396503
893	0.290604254
894	0.2905809124
895	0.2905470188
896	0.2905232739
897	0.2904940719
898	0.2904696184
899	0.2904404387
900	0.2904106378
901	0.2903940069
902	0.2903638872
903	0.2903401468
904	0.2903107122
905	0.2902805686
906	0.2902569421
907	0.2902385213
908	0.2902027276
909	0.2901761571
910	0.290158091
911	0.290134307
912	0.2900937078
913	0.2900628166
914	0.2900330735
915	0.2900131253
916	0.28998309
917	0.2899539973
918	0.2899321314
919	0.2899179336
920	0.2898966285
921	0.2898770921
922	0.2898449196
923	0.2898266567
924	0.2897955985
925	0.28976159
926	0.2897363155
927	0.2897034782
928	0.2896748363
929	0.2896466584
930	0.2896149737
931	0.2895783898
932	0.2895478926
933	0.2895289648
934	0.2894992231
935	0.2894735821
936	0.2894488615
937	0.2894108973
938	0.2893807865
939	0.2893657854
940	0.2893419725
941	0.2893157249
942	0.2892939239
943	0.2892627296
944	0.2892346662
945	0.2892064792
946	0.2891833122
947	0.2891633976
948	0.2891355879
949	0.2891054406
950	0.2890815653
951	0.2890461213
952	0.2890181277
953	0.288996525
954	0.2889686076
955	0.2889446964
956	0.2889212812
957	0.288893366
958	0.2888634159
959	0.2888448001
960	0.2888126992
961	0.2887864772
962	0.2887547726
963	0.2887344539
964	0.2887092778
965	0.2886686824
966	0.2886510175
967	0.2886263623
968	0.288600596
969	0.2885781684
970	0.2885470184
971	0.2885212681
972	0.2884884274
973	0.2884515259
974	0.2884316051
975	0.2884062872
976	0.2883846571
977	0.28835806
978	0.2883166452
979	0.2882921371
980	0.2882586592
981	0.2882416501
982	0.2882117968
983	0.2881866407
984	0.2881709943
985	0.2881401907
986	0.2881202444
987	0.2880848381
988	0.288061202
989	0.2880415515
990	0.2880213852
991	0.2879968715
992	0.2879674883
993	0.2879276162
994	0.2879020199
995	0.2878757124
996	0.2878581069
997	0.2878353851
998	0.2878165223
999	0.2877859583
