iter	Passed	Remaining
408	4783	6911
409	4793	6898
410	4804	6885
411	4815	6871
412	4826	6859
413	4836	6846
414	4847	6833
415	4860	6823
416	4872	6812
417	4883	6799
418	4894	6787
419	4906	6775
420	4921	6768
421	4932	6755
422	4942	6742
423	4953	6729
424	4963	6715
425	4974	6703
426	4985	6690
427	4996	6677
428	5007	6664
429	5017	6651
430	5028	6639
431	5040	6626
432	5050	6613
433	5061	6600
434	5072	6587
435	5084	6577
436	5097	6567
437	5110	6557
438	5123	6547
439	5134	6534
440	5145	6522
441	5156	6509
442	5167	6497
443	5178	6484
444	5189	6471
445	5200	6459
446	5210	6446
447	5221	6433
448	5233	6422
449	5244	6409
450	5254	6396
451	5265	6384
452	5277	6372
453	5288	6359
454	5299	6347
455	5310	6335
456	5321	6322
457	5332	6310
458	5343	6298
459	5354	6286
460	5365	6273
461	5376	6261
462	5387	6248
463	5398	6236
464	5410	6224
465	5421	6212
466	5432	6200
467	5442	6187
468	5453	6174
469	5464	6162
470	5475	6149
471	5486	6137
472	5497	6124
473	5507	6111
474	5518	6099
475	5529	6087
476	5540	6075
477	5552	6063
478	5562	6050
479	5573	6038
480	5584	6025
481	5595	6013
482	5606	6001
483	5618	5990
484	5629	5977
485	5640	5965
486	5651	5953
487	5664	5942
488	5675	5930
489	5686	5918
490	5697	5906
491	5708	5894
492	5718	5881
493	5729	5868
494	5740	5856
495	5751	5844
496	5761	5831
497	5772	5818
498	5783	5806
499	5794	5794
500	5805	5782
501	5828	5781
502	5843	5774
503	5861	5768
504	5878	5762
505	5895	5755
506	5915	5751
507	5931	5744
508	5949	5739
509	5965	5731
510	5980	5722
511	5992	5711
512	6004	5700
513	6019	5691
514	6033	5681
515	6046	5671
516	6058	5660
517	6071	5649
518	6084	5638
519	6097	5628
520	6113	5620
521	6131	5614
522	6147	5606
523	6160	5596
524	6172	5584
525	6185	5574
526	6199	5564
527	6216	5557
528	6234	5551
529	6259	5550
530	6274	5541
531	6288	5531
532	6301	5521
533	6315	5510
534	6327	5499
535	6340	5488
536	6352	5477
537	6365	5466
538	6378	5455
539	6390	5444
540	6407	5436
541	6422	5427
542	6436	5417
543	6450	5406
544	6462	5395
545	6475	5384
546	6488	5373
547	6500	5361
548	6512	5350
549	6526	5339
550	6538	5328
551	6551	5316
552	6563	5305
553	6577	5295
554	6591	5284
555	6603	5273
556	6617	5262
557	6630	5252
558	6644	5242
559	6671	5241
560	6688	5233
561	6707	5227
562	6723	5218
563	6737	5208
564	6750	5197
565	6763	5186
566	6776	5174
567	6789	5164
568	6802	5152
569	6817	5143
570	6833	5133
571	6848	5124
572	6861	5112
573	6873	5100
574	6885	5089
575	6899	5078
576	6911	5066
577	6925	5056
578	6938	5045
579	6951	5034
580	6964	5022
581	6977	5011
582	6993	5002
583	7006	4991
584	7019	4979
585	7031	4967
586	7043	4955
587	7057	4945
588	7069	4933
589	7082	4921
590	7095	4910
591	7110	4900
592	7122	4888
593	7135	4876
594	7155	4870
595	7175	4864
596	7194	4856
597	7212	4848
598	7226	4837
599	7238	4825
600	7252	4814
601	7265	4803
602	7279	4792
603	7291	4780
604	7305	4769
605	7318	4758
606	7334	4748
607	7346	4736
608	7360	4725
609	7372	4713
610	7386	4702
611	7399	4690
612	7412	4679
613	7426	4668
614	7439	4657
615	7456	4648
616	7470	4637
617	7484	4626
618	7498	4615
619	7512	4604
620	7525	4592
621	7538	4581
622	7551	4569
623	7564	4558
624	7577	4546
625	7591	4535
626	7604	4523
627	7618	4513
628	7636	4503
629	7651	4493
630	7664	4482
631	7677	4470
632	7690	4458
633	7703	4446
634	7715	4434
635	7728	4423
636	7739	4410
637	7752	4398
638	7765	4386
639	7777	4374
640	7791	4363
641	7808	4354
642	7823	4343
643	7836	4331
644	7849	4320
645	7861	4308
646	7873	4295
647	7887	4284
648	7899	4272
649	7913	4260
650	7925	4248
651	7937	4236
652	7951	4225
653	7964	4213
654	7977	4201
655	7989	4189
656	8002	4177
657	8014	4165
658	8026	4153
659	8039	4141
660	8051	4129
661	8065	4117
662	8079	4106
663	8092	4095
664	8105	4083
665	8119	4071
666	8131	4059
667	8143	4047
668	8155	4035
669	8168	4023
670	8182	4011
671	8202	4003
672	8225	3996
673	8239	3985
674	8253	3973
675	8266	3962
676	8281	3951
677	8295	3939
678	8308	3927
679	8322	3916
680	8340	3906
681	8354	3895
682	8368	3884
683	8382	3872
684	8395	3860
685	8409	3849
686	8422	3837
687	8436	3825
688	8450	3814
689	8464	3802
690	8478	3791
691	8491	3779
692	8505	3768
693	8518	3756
694	8531	3744
695	8544	3732
696	8557	3720
697	8570	3708
698	8583	3696
699	8596	3684
700	8610	3672
701	8624	3661
702	8638	3649
703	8651	3637
704	8664	3625
705	8677	3613
706	8689	3601
707	8702	3589
708	8715	3577
709	8728	3565
710	8741	3552
711	8754	3540
712	8767	3529
713	8780	3517
714	8794	3505
715	8814	3496
716	8828	3484
717	8841	3472
718	8853	3460
719	8868	3448
720	8883	3437
721	8896	3425
722	8909	3413
723	8922	3401
724	8934	3388
725	8947	3376
726	8960	3364
727	8975	3353
728	8989	3341
729	9002	3329
730	9014	3317
731	9027	3305
732	9040	3293
733	9054	3281
734	9068	3269
735	9081	3257
736	9095	3245
737	9108	3233
738	9122	3221
739	9136	3210
740	9150	3198
741	9163	3186
742	9177	3174
743	9191	3162
744	9203	3150
745	9218	3138
746	9237	3128
747	9252	3117
748	9268	3106
749	9282	3094
750	9295	3082
751	9308	3069
752	9320	3057
753	9333	3045
754	9346	3032
755	9357	3020
756	9370	3008
757	9382	2995
758	9396	2983
759	9408	2971
760	9422	2959
761	9439	2948
762	9452	2935
763	9464	2923
764	9477	2911
765	9490	2899
766	9502	2886
767	9514	2874
768	9526	2861
769	9538	2849
770	9550	2836
771	9564	2824
772	9577	2812
773	9591	2800
774	9604	2788
775	9620	2776
776	9633	2764
777	9647	2752
778	9660	2740
779	9675	2728
780	9689	2717
781	9703	2705
782	9717	2692
783	9733	2681
784	9751	2670
785	9770	2660
786	9790	2649
787	9811	2639
788	9826	2627
789	9839	2615
790	9850	2602
791	9861	2589
792	9872	2577
793	9883	2564
794	9894	2551
795	9905	2538
796	9915	2525
797	9926	2512
798	9937	2499
799	9948	2487
800	9959	2474
801	9969	2461
802	9982	2449
803	9994	2436
804	10005	2423
805	10016	2410
806	10026	2397
807	10037	2385
808	10048	2372
809	10059	2359
810	10070	2346
811	10081	2334
812	10091	2321
813	10102	2308
814	10113	2295
815	10124	2282
816	10134	2270
817	10145	2257
818	10156	2244
819	10167	2231
820	10177	2218
821	10188	2206
822	10198	2193
823	10209	2180
824	10219	2167
825	10230	2155
826	10241	2142
827	10252	2129
828	10266	2117
829	10279	2105
830	10292	2093
831	10304	2080
832	10314	2067
833	10325	2055
834	10336	2042
835	10347	2029
836	10357	2017
837	10368	2004
838	10378	1991
839	10389	1978
840	10400	1966
841	10411	1953
842	10421	1940
843	10432	1928
844	10442	1915
845	10453	1902
846	10464	1890
847	10475	1877
848	10486	1865
849	10497	1852
850	10508	1839
851	10519	1827
852	10530	1814
853	10542	1802
854	10553	1789
855	10564	1777
856	10574	1764
857	10585	1751
858	10596	1739
859	10608	1726
860	10619	1714
861	10630	1701
862	10641	1689
863	10652	1676
864	10663	1664
865	10674	1651
866	10685	1639
867	10696	1626
868	10707	1614
869	10718	1601
870	10730	1589
871	10741	1576
872	10752	1564
873	10764	1551
874	10776	1539
875	10788	1527
876	10799	1514
877	10811	1502
878	10822	1489
879	10833	1477
880	10844	1464
881	10854	1452
882	10865	1439
883	10876	1427
884	10887	1414
885	10898	1402
886	10909	1389
887	10921	1377
888	10932	1365
889	10943	1352
890	10954	1340
891	10966	1327
892	10979	1315
893	10991	1303
894	11003	1290
895	11014	1278
896	11025	1266
897	11036	1253
898	11047	1241
899	11059	1228
900	11069	1216
901	11080	1203
902	11092	1191
903	11103	1179
904	11114	1166
905	11125	1154
906	11135	1141
907	11147	1129
908	11158	1117
909	11169	1104
910	11180	1092
911	11191	1079
912	11202	1067
913	11213	1055
914	11224	1042
915	11235	1030
916	11246	1017
917	11256	1005
918	11268	993
919	11280	980
920	11293	968
921	11307	956
922	11320	944
923	11332	932
924	11343	919
925	11354	907
926	11366	895
927	11377	882
928	11388	870
929	11398	857
930	11409	845
931	11420	833
932	11431	820
933	11442	808
934	11453	796
935	11464	783
936	11475	771
937	11486	759
938	11497	746
939	11508	734
940	11519	722
941	11529	709
942	11540	697
943	11550	685
944	11561	672
945	11572	660
946	11585	648
947	11596	636
948	11606	623
949	11617	611
950	11628	599
951	11640	586
952	11650	574
953	11662	562
954	11673	550
955	11684	537
956	11696	525
957	11707	513
958	11718	500
959	11728	488
960	11740	476
961	11751	464
962	11762	451
963	11775	439
964	11787	427
965	11799	415
966	11809	403
967	11820	390
968	11831	378
969	11842	366
970	11853	354
971	11865	341
972	11876	329
973	11887	317
974	11898	305
975	11909	292
976	11921	280
977	11932	268
978	11944	256
979	11955	243
980	11967	231
981	11978	219
982	11989	207
983	11999	195
984	12011	182
985	12022	170
986	12033	158
987	12044	146
988	12055	134
989	12066	121
990	12077	109
991	12088	97
992	12099	85
993	12110	73
994	12122	60
995	12133	48
996	12144	36
997	12155	24
998	12166	12
999	12177	0
